runid, cl1et,cl1cp, cl2et, cl2cp, SSAS_TIME, DSAS_TIME, IRLM_TIME,  DDF_TIME,lock_req,unlock_req,claim_req,sync_xes_lock,synch_xes_unlock,tot_getpages,TOT_GETM_STORAGE,TOT_VAR_STORAGE,TOT_AGENT_LOC_STRG,TOT_AGENT_SYS_STRG,TOT_FIXED_STORAGE,TOT_GETM_STCK_STOR,A2GB_SHR_REALF_TS,A2GB_SHR_REALF_STK
"D170117A",+000006394.650419,+00000000517.031386,+000006096.388813,+00000000244.127397,+000000000065.829637,+000000000148.327249,+000000000053.428374,+000000000000.004536,+1.02813640000000E+007,+1.27464000000000E+005,+5.63890000000000E+005,+1.13252130000000E+007,+8.92234000000000E+005,+1.41347930000000E+007,+4.20000000000000E-001,+1.14000000000000E+000,+6.60000000000000E-001,+3.90000000000000E-001,+8.00000000000000E-002,+5.44000000000000E+000,+1.75400000000000E+001,+2.55200000000000E+001
"D170117A",+000006394.650419,+00000000517.031386,+000006096.388813,+00000000244.127397,+000000000065.829637,+000000000148.327249,+000000000053.428374,+000000000000.004536,+1.02813640000000E+007,+1.27464000000000E+005,+5.63890000000000E+005,+1.13252130000000E+007,+8.92234000000000E+005,+1.41347930000000E+007,+1.80000000000000E+000,+7.20000000000000E+000,+4.68000000000000E+000,+3.30000000000000E+000,+2.00000000000000E-001,+1.38400000000000E+001,+8.80100000000000E+001,+5.89800000000000E+001
"D170316A",+000006398.789205,+00000000507.510265,+000006100.167748,+00000000234.404162,+000000000064.723984,+000000000145.070776,+000000000053.185653,+000000000000.004807,+1.02779600000000E+007,+1.26302000000000E+005,+5.61635000000000E+005,+1.12838300000000E+007,+8.79288000000000E+005,+3.30505490000000E+007,+1.68000000000000E+000,+6.96000000000000E+000,+4.45000000000000E+000,+2.99000000000000E+000,+1.40000000000000E-001,+1.34600000000000E+001,+1.77490000000000E+002,+5.90300000000000E+001
"D170303A",+000006403.933612,+00000000513.818918,+000006108.595745,+00000000241.246623,+000000000065.514370,+000000000143.367422,+000000000052.596506,+000000000000.004603,+1.02794830000000E+007,+1.26819000000000E+005,+5.62670000000000E+005,+1.14026000000000E+007,+8.91544000000000E+005,+2.85326500000000E+007,+1.62000000000000E+000,+7.20000000000000E+000,+4.68000000000000E+000,+3.31000000000000E+000,+2.00000000000000E-001,+1.38200000000000E+001,+1.79810000000000E+002,+5.82500000000000E+001
"D170130A",+000006403.919932,+00000000507.519144,+000006109.079467,+00000000234.741041,+000000000066.127041,+000000000143.048440,+000000000049.988906,+000000000000.004720,+1.02764770000000E+007,+1.25805000000000E+005,+5.60676000000000E+005,+1.13648720000000E+007,+8.96308000000000E+005,+1.45975870000000E+007,+2.05000000000000E+000,+7.67000000000000E+000,+5.12000000000000E+000,+3.54000000000000E+000,+2.30000000000000E-001,+1.55500000000000E+001,+8.46100000000000E+001,+5.99800000000000E+001
"D170307A",+000006413.974990,+00000000511.166042,+000006115.132320,+00000000238.508326,+000000000065.152606,+000000000148.824332,+000000000053.642206,+000000000000.004853,+1.02776340000000E+007,+1.26226000000000E+005,+5.61406000000000E+005,+1.13489050000000E+007,+8.87371000000000E+005,+2.84724680000000E+007,+1.35000000000000E+000,+6.65000000000000E+000,+4.16000000000000E+000,+2.94000000000000E+000,+1.40000000000000E-001,+1.23000000000000E+001,+1.74040000000000E+002,+5.84800000000000E+001
"D170207A",+000006437.105104,+00000000515.478404,+000006138.722069,+00000000242.896585,+000000000069.151291,+000000000163.558057,+000000000053.184279,+000000000000.004838,+1.02773380000000E+007,+1.26114000000000E+005,+5.61215000000000E+005,+1.16630360000000E+007,+8.98236000000000E+005,+3.33939110000000E+007,+1.80000000000000E+000,+7.06000000000000E+000,+4.54000000000000E+000,+3.31000000000000E+000,+2.00000000000000E-001,+1.37400000000000E+001,+1.80820000000000E+002,+5.75000000000000E+001
"D170206A",+000006435.044189,+00000000517.151106,+000006140.652944,+00000000244.448231,+000000000062.492304,+000000000129.991276,+000000000052.804152,+000000000000.004491,+1.02804080000000E+007,+1.27209000000000E+005,+5.63189000000000E+005,+1.20408250000000E+007,+8.94542000000000E+005,+2.85225070000000E+007,+1.35000000000000E+000,+6.79000000000000E+000,+4.29000000000000E+000,+2.86000000000000E+000,+1.40000000000000E-001,+1.26500000000000E+001,+1.77170000000000E+002,+5.78700000000000E+001
"D170320A",+000006439.180346,+00000000512.216045,+000006141.018385,+00000000239.394202,+000000000065.960962,+000000000145.916418,+000000000052.400163,+000000000000.004996,+1.02794470000000E+007,+1.26799000000000E+005,+5.62611000000000E+005,+1.14372780000000E+007,+8.90225000000000E+005,+2.92843580000000E+007,+2.10000000000000E+000,+7.70000000000000E+000,+5.16000000000000E+000,+3.59000000000000E+000,+2.30000000000000E-001,+1.57000000000000E+001,+1.82620000000000E+002,+6.01200000000000E+001
"D170330A",+000006441.387988,+00000000508.250156,+000006143.158088,+00000000235.569205,+000000000068.232202,+000000000149.400765,+000000000051.147164,+000000000000.004921,+1.02777890000000E+007,+1.26253000000000E+005,+5.61526000000000E+005,+1.13392280000000E+007,+8.96981000000000E+005,+2.98092730000000E+007,+2.09000000000000E+000,+7.51000000000000E+000,+4.96000000000000E+000,+3.89000000000000E+000,+2.00000000000000E-001,+1.49600000000000E+001,+1.88450000000000E+002,+5.75100000000000E+001
"D170222A",+000006469.261143,+00000000505.697070,+000006178.651369,+00000000232.701550,+000000000064.473058,+000000000129.165082,+000000000051.011406,+000000000000.004617,+1.02739340000000E+007,+1.25043000000000E+005,+5.58920000000000E+005,+1.22133200000000E+007,+9.41473000000000E+005,+3.21003910000000E+007,+1.17000000000000E+000,+8.43000000000000E+000,+5.89000000000000E+000,+4.66000000000000E+000,+2.30000000000000E-001,+1.43500000000000E+001,+1.87030000000000E+002,+6.32900000000000E+001
"D170315A",+000006471.809343,+00000000514.056896,+000006179.075467,+00000000240.964197,+000000000063.710882,+000000000135.981193,+000000000051.868451,+000000000000.004443,+1.02799850000000E+007,+1.27084000000000E+005,+5.62914000000000E+005,+1.21475350000000E+007,+9.13080000000000E+005,+2.94737070000000E+007,+1.61000000000000E+000,+7.24000000000000E+000,+4.74000000000000E+000,+3.15000000000000E+000,+2.00000000000000E-001,+1.37300000000000E+001,+1.80780000000000E+002,+5.95800000000000E+001
"D170302A",+000006485.241290,+00000000509.075097,+000006184.439327,+00000000236.215076,+000000000065.776022,+000000000144.477564,+000000000051.607041,+000000000000.004821,+1.02777050000000E+007,+1.26165000000000E+005,+5.61495000000000E+005,+1.15021300000000E+007,+9.00706000000000E+005,+2.97183110000000E+007,+1.53000000000000E+000,+6.96000000000000E+000,+4.45000000000000E+000,+3.06000000000000E+000,+1.40000000000000E-001,+1.33000000000000E+001,+1.76780000000000E+002,+5.82500000000000E+001
"D170417A",+000006495.504537,+00000000517.012902,+000006199.498602,+00000000244.900448,+000000000070.100509,+000000000189.916599,+000000000051.473240,+000000000000.004829,+1.02779260000000E+007,+1.26322000000000E+005,+5.61629000000000E+005,+1.19593240000000E+007,+9.15545000000000E+005,+1.50657600000000E+007,+1.61000000000000E+000,+7.05000000000000E+000,+4.55000000000000E+000,+3.17000000000000E+000,+2.00000000000000E-001,+1.35100000000000E+001,+8.21400000000000E+001,+5.88900000000000E+001
"D170324H",+000006504.001462,+00000000514.046481,+000006206.061328,+00000000241.001696,+000000000069.205820,+000000000184.979776,+000000000051.185897,+000000000000.004825,+1.02773560000000E+007,+1.26098000000000E+005,+5.61266000000000E+005,+1.17539520000000E+007,+8.90837000000000E+005,+3.10432120000000E+007,+2.15000000000000E+000,+7.83000000000000E+000,+5.29000000000000E+000,+3.78000000000000E+000,+2.30000000000000E-001,+1.56500000000000E+001,+8.74800000000000E+001,+5.96400000000000E+001
"D170203A",+000006500.385825,+00000000515.684838,+000006208.886495,+00000000242.791184,+000000000065.805478,+000000000145.284698,+000000000050.923149,+000000000000.004612,+1.02784550000000E+007,+1.26583000000000E+005,+5.61917000000000E+005,+1.23060870000000E+007,+9.60387000000000E+005,+2.95755300000000E+007,+1.77000000000000E+000,+7.16000000000000E+000,+4.64000000000000E+000,+3.20000000000000E+000,+2.00000000000000E-001,+1.40200000000000E+001,+8.75800000000000E+001,+5.88900000000000E+001
"D170317A",+000006507.980169,+00000000513.205281,+000006215.027182,+00000000240.132039,+000000000062.590202,+000000000129.305136,+000000000052.892967,+000000000000.004579,+1.02783310000000E+007,+1.26541000000000E+005,+5.61816000000000E+005,+1.20987670000000E+007,+8.98177000000000E+005,+2.88642120000000E+007,+1.80000000000000E+000,+7.38000000000000E+000,+4.85000000000000E+000,+3.42000000000000E+000,+2.00000000000000E-001,+1.44600000000000E+001,+1.78460000000000E+002,+5.92100000000000E+001
"D170314A",+000006517.363955,+00000000515.359441,+000006223.422851,+00000000242.322676,+000000000063.611879,+000000000134.470446,+000000000050.105758,+000000000000.004576,+1.02810710000000E+007,+1.27487000000000E+005,+5.63623000000000E+005,+1.22015570000000E+007,+9.31336000000000E+005,+2.95508570000000E+007,+2.01000000000000E+000,+7.38000000000000E+000,+4.84000000000000E+000,+3.45000000000000E+000,+2.00000000000000E-001,+1.49800000000000E+001,+1.78130000000000E+002,+5.79100000000000E+001
"D170224A",+000006525.507574,+00000000505.024363,+000006232.189082,+00000000232.126890,+000000000062.955807,+000000000133.206096,+000000000050.334313,+000000000000.004459,+1.02756760000000E+007,+1.25686000000000E+005,+5.60053000000000E+005,+1.21752450000000E+007,+9.20310000000000E+005,+3.18569630000000E+007,+1.46000000000000E+000,+9.11000000000000E+000,+6.56000000000000E+000,+4.85000000000000E+000,+2.30000000000000E-001,+1.59300000000000E+001,+1.94210000000000E+002,+6.21100000000000E+001
"D170210A",+000006530.994640,+00000000517.959189,+000006237.190713,+00000000244.854976,+000000000064.897468,+000000000143.133382,+000000000051.965952,+000000000000.004623,+1.02800120000000E+007,+1.27121000000000E+005,+5.62944000000000E+005,+1.22882750000000E+007,+9.51623000000000E+005,+2.98595470000000E+007,+2.06000000000000E+000,+7.30000000000000E+000,+4.76000000000000E+000,+3.50000000000000E+000,+2.00000000000000E-001,+1.49300000000000E+001,+1.84110000000000E+002,+5.87500000000000E+001
"D170406A",+000006540.125608,+00000000518.511156,+000006241.104815,+00000000245.612916,+000000000070.463240,+000000000186.826026,+000000000053.131397,+000000000000.004980,+1.02784560000000E+007,+1.26444000000000E+005,+5.62004000000000E+005,+1.18110770000000E+007,+9.03535000000000E+005,+3.32539110000000E+007,+1.85000000000000E+000,+7.52000000000000E+000,+4.98000000000000E+000,+3.48000000000000E+000,+2.00000000000000E-001,+1.47700000000000E+001,+9.13400000000000E+001,+5.84100000000000E+001
"D170216A",+000006539.137891,+00000000517.667747,+000006244.894288,+00000000245.071147,+000000000065.503652,+000000000143.741978,+000000000051.212174,+000000000000.004484,+1.02804380000000E+007,+1.27221000000000E+005,+5.63253000000000E+005,+1.22776110000000E+007,+9.45299000000000E+005,+2.91846000000000E+007,+1.62000000000000E+000,+7.44000000000000E+000,+4.92000000000000E+000,+3.29000000000000E+000,+2.00000000000000E-001,+1.39500000000000E+001,+1.85390000000000E+002,+5.94800000000000E+001
"D170313A",+000006540.106860,+00000000518.467464,+000006245.339108,+00000000245.331241,+000000000064.701784,+000000000142.436190,+000000000050.636283,+000000000000.004650,+1.02812020000000E+007,+1.27492000000000E+005,+5.63746000000000E+005,+1.22861710000000E+007,+9.47556000000000E+005,+2.99645140000000E+007,+2.43000000000000E+000,+8.57000000000000E+000,+6.00000000000000E+000,+4.52000000000000E+000,+2.30000000000000E-001,+1.71300000000000E+001,+1.88840000000000E+002,+5.94900000000000E+001
"D170306B",+000006539.965321,+00000000521.795104,+000006245.930458,+00000000248.247366,+000000000065.847513,+000000000144.322358,+000000000052.038439,+000000000000.004732,+1.02807420000000E+007,+1.27333000000000E+005,+5.63416000000000E+005,+1.22678630000000E+007,+9.40452000000000E+005,+3.19037420000000E+007,+1.41000000000000E+000,+7.42000000000000E+000,+4.91000000000000E+000,+3.38000000000000E+000,+2.00000000000000E-001,+1.35200000000000E+001,+1.78610000000000E+002,+6.11300000000000E+001
"D170217A",+000006540.195390,+00000000515.244319,+000006248.429985,+00000000242.735574,+000000000065.680183,+000000000143.948174,+000000000050.913878,+000000000000.004524,+1.02783480000000E+007,+1.26537000000000E+005,+5.61823000000000E+005,+1.23128390000000E+007,+9.63855000000000E+005,+2.99246330000000E+007,+1.46000000000000E+000,+6.73000000000000E+000,+4.23000000000000E+000,+2.88000000000000E+000,+1.40000000000000E-001,+1.28800000000000E+001,+1.77390000000000E+002,+5.70000000000000E+001
"D170308A",+000006542.260867,+00000000518.047406,+000006251.176095,+00000000245.381085,+000000000064.456628,+000000000145.863678,+000000000051.798183,+000000000000.004870,+1.02795000000000E+007,+1.26941000000000E+005,+5.62602000000000E+005,+1.22423070000000E+007,+9.45100000000000E+005,+3.25046910000000E+007,+1.22000000000000E+000,+7.34000000000000E+000,+4.84000000000000E+000,+3.50000000000000E+000,+2.00000000000000E-001,+1.32000000000000E+001,+1.79670000000000E+002,+5.97700000000000E+001
"D170214A",+000006550.016432,+00000000520.619620,+000006253.638849,+00000000247.806356,+000000000070.508523,+000000000188.643002,+000000000051.717473,+000000000000.005134,+1.02790540000000E+007,+1.26662000000000E+005,+5.62372000000000E+005,+1.19811630000000E+007,+9.09165000000000E+005,+3.06057320000000E+007,+1.81000000000000E+000,+6.99000000000000E+000,+4.46000000000000E+000,+3.37000000000000E+000,+1.40000000000000E-001,+1.39300000000000E+001,+1.83660000000000E+002,+5.82600000000000E+001
"D170425A",+000006569.774925,+00000000516.552859,+000006273.021987,+00000000243.668794,+000000000069.497170,+000000000186.510284,+000000000050.996233,+000000000000.004889,+1.02761260000000E+007,+1.25680000000000E+005,+5.60437000000000E+005,+1.18629830000000E+007,+9.15442000000000E+005,+1.51406820000000E+007,+2.50000000000000E+000,+8.22000000000000E+000,+5.64000000000000E+000,+4.02000000000000E+000,+2.30000000000000E-001,+1.72100000000000E+001,+1.07720000000000E+002,+6.02100000000000E+001
"D170223A",+000006571.036215,+00000000507.897761,+000006277.024607,+00000000235.130375,+000000000063.981172,+000000000131.852995,+000000000050.688538,+000000000000.004623,+1.02753250000000E+007,+1.25526000000000E+005,+5.59848000000000E+005,+1.22877120000000E+007,+9.36609000000000E+005,+3.25838080000000E+007,+2.36000000000000E+000,+7.61000000000000E+000,+5.06000000000000E+000,+3.63000000000000E+000,+2.00000000000000E-001,+1.58500000000000E+001,+1.80700000000000E+002,+5.92500000000000E+001
"D170331A",+000006589.236109,+00000000521.779100,+000006290.408630,+00000000248.589640,+000000000070.017016,+000000000196.028404,+000000000054.141727,+000000000000.004885,+1.02784220000000E+007,+1.26496000000000E+005,+5.61947000000000E+005,+1.18965080000000E+007,+9.11529000000000E+005,+3.07337920000000E+007,+2.37000000000000E+000,+8.50000000000000E+000,+5.92000000000000E+000,+4.65000000000000E+000,+2.30000000000000E-001,+1.70700000000000E+001,+9.19100000000000E+001,+5.90800000000000E+001
"D170427D",+000006588.654805,+00000000517.606188,+000006290.687124,+00000000245.010218,+000000000070.631866,+000000000188.819334,+000000000051.815462,+000000000000.006464,+1.02770880000000E+007,+1.26020000000000E+005,+5.61075000000000E+005,+1.20785710000000E+007,+9.35175000000000E+005,+1.48128320000000E+007,+2.00000000000000E+000,+7.56000000000000E+000,+5.03000000000000E+000,+3.55000000000000E+000,+2.00000000000000E-001,+1.50200000000000E+001,+8.91300000000000E+001,+5.86800000000000E+001
"D170228A",+000006591.977033,+00000000517.722967,+000006294.455490,+00000000243.775009,+000000000064.586826,+000000000146.103664,+000000000050.680868,+000000000000.004566,+1.02793240000000E+007,+1.26822000000000E+005,+5.62540000000000E+005,+1.22271840000000E+007,+9.43290000000000E+005,+3.20454600000000E+007,+2.25000000000000E+000,+7.58000000000000E+000,+5.03000000000000E+000,+3.64000000000000E+000,+2.00000000000000E-001,+1.58000000000000E+001,+1.88350000000000E+002,+5.95900000000000E+001
"D170310D",+000006592.464485,+00000000518.591731,+000006296.753219,+00000000245.987113,+000000000065.046548,+000000000143.499459,+000000000053.581526,+000000000000.004671,+1.02799180000000E+007,+1.27080000000000E+005,+5.62893000000000E+005,+1.22973450000000E+007,+9.58158000000000E+005,+2.96825570000000E+007,+1.61000000000000E+000,+6.95000000000000E+000,+4.44000000000000E+000,+3.09000000000000E+000,+1.40000000000000E-001,+1.35200000000000E+001,+1.77010000000000E+002,+5.86600000000000E+001
"D170309A",+000006590.463195,+00000000519.486959,+000006297.287441,+00000000246.371681,+000000000068.906249,+000000000152.975903,+000000000052.082478,+000000000000.004554,+1.02801920000000E+007,+1.27190000000000E+005,+5.63061000000000E+005,+1.23555710000000E+007,+9.56226000000000E+005,+2.94105600000000E+007,+1.74000000000000E+000,+7.34000000000000E+000,+4.80000000000000E+000,+3.56000000000000E+000,+2.00000000000000E-001,+1.43700000000000E+001,+1.78520000000000E+002,+5.88900000000000E+001
"D170227A",+000006596.038881,+00000000517.044283,+000006299.761221,+00000000243.418482,+000000000064.248952,+000000000137.952188,+000000000052.933496,+000000000000.004673,+1.02790900000000E+007,+1.26740000000000E+005,+5.62327000000000E+005,+1.21926250000000E+007,+9.32711000000000E+005,+2.91771460000000E+007,+1.78000000000000E+000,+7.37000000000000E+000,+4.84000000000000E+000,+3.35000000000000E+000,+2.00000000000000E-001,+1.42300000000000E+001,+1.82450000000000E+002,+5.95400000000000E+001
"D170328A",+000006597.498659,+00000000528.375179,+000006306.852926,+00000000255.437987,+000000000049.716965,+000000000125.028098,+000000000048.291951,+000000000000.005089,+1.02788310000000E+007,+1.26742000000000E+005,+5.62131000000000E+005,+1.35702450000000E+007,+9.46963000000000E+005,+3.30599600000000E+007,+1.88000000000000E+000,+7.42000000000000E+000,+4.89000000000000E+000,+3.51000000000000E+000,+2.00000000000000E-001,+1.43900000000000E+001,+8.76000000000000E+001,+5.88800000000000E+001
"D170325A",+000006631.976224,+00000000517.285552,+000006332.887904,+00000000244.587287,+000000000070.309235,+000000000191.041891,+000000000053.052769,+000000000000.004908,+1.02775580000000E+007,+1.26164000000000E+005,+5.61418000000000E+005,+1.20428740000000E+007,+9.21010000000000E+005,+3.13002880000000E+007,+1.77000000000000E+000,+7.11000000000000E+000,+4.58000000000000E+000,+3.37000000000000E+000,+2.00000000000000E-001,+1.39800000000000E+001,+8.36200000000000E+001,+5.87800000000000E+001
"D170303A",+000006641.747153,+00000000520.155386,+000006347.523983,+00000000247.520178,+000000000065.514370,+000000000143.367422,+000000000052.596506,+000000000000.004603,+1.02810630000000E+007,+1.27460000000000E+005,+5.63655000000000E+005,+1.22983770000000E+007,+9.43046000000000E+005,+2.85326500000000E+007,+1.62000000000000E+000,+7.20000000000000E+000,+4.68000000000000E+000,+3.31000000000000E+000,+2.00000000000000E-001,+1.38200000000000E+001,+1.79810000000000E+002,+5.82500000000000E+001
"D170209C",+000006648.823916,+00000000519.198615,+000006353.186374,+00000000246.600680,+000000000070.303722,+000000000191.370190,+000000000052.854260,+000000000000.004760,+1.02783090000000E+007,+1.26438000000000E+005,+5.61883000000000E+005,+1.18451220000000E+007,+9.06625000000000E+005,+3.05590380000000E+007,+1.79000000000000E+000,+7.12000000000000E+000,+4.61000000000000E+000,+3.19000000000000E+000,+2.00000000000000E-001,+1.40700000000000E+001,+1.79010000000000E+002,+5.87600000000000E+001
"D170302A",+000006653.910567,+00000000520.504206,+000006356.686893,+00000000247.691363,+000000000065.776022,+000000000144.477564,+000000000051.607041,+000000000000.004821,+1.02799320000000E+007,+1.27138000000000E+005,+5.62862000000000E+005,+1.23337900000000E+007,+9.50291000000000E+005,+2.97183110000000E+007,+1.53000000000000E+000,+6.96000000000000E+000,+4.45000000000000E+000,+3.06000000000000E+000,+1.40000000000000E-001,+1.33000000000000E+001,+1.76780000000000E+002,+5.82500000000000E+001
"D170307A",+000006650.900620,+00000000518.440820,+000006357.116754,+00000000245.771362,+000000000065.152606,+000000000148.824332,+000000000053.642206,+000000000000.004853,+1.02796930000000E+007,+1.26962000000000E+005,+5.62752000000000E+005,+1.23294190000000E+007,+9.45860000000000E+005,+2.84724680000000E+007,+1.35000000000000E+000,+6.65000000000000E+000,+4.16000000000000E+000,+2.94000000000000E+000,+1.40000000000000E-001,+1.23000000000000E+001,+1.74040000000000E+002,+5.84800000000000E+001
"D170316A",+000006659.907182,+00000000517.493303,+000006367.675050,+00000000244.451717,+000000000064.723984,+000000000145.070776,+000000000053.185653,+000000000000.004807,+1.02776820000000E+007,+1.26333000000000E+005,+5.61363000000000E+005,+1.22467310000000E+007,+9.37461000000000E+005,+3.30505490000000E+007,+1.68000000000000E+000,+6.96000000000000E+000,+4.45000000000000E+000,+2.99000000000000E+000,+1.40000000000000E-001,+1.34600000000000E+001,+1.77490000000000E+002,+5.90300000000000E+001
"D170424A",+000006665.487124,+00000000517.576133,+000006369.338350,+00000000244.770924,+000000000069.399757,+000000000201.162346,+000000000052.220359,+000000000000.005290,+1.02764620000000E+007,+1.25850000000000E+005,+5.60645000000000E+005,+1.21980720000000E+007,+8.93679000000000E+005,+1.54841390000000E+007,+2.31000000000000E+000,+7.83000000000000E+000,+5.27000000000000E+000,+3.85000000000000E+000,+2.30000000000000E-001,+1.61600000000000E+001,+9.86500000000000E+001,+5.86600000000000E+001
"D170320A",+000006665.664313,+00000000520.326825,+000006371.450432,+00000000247.605873,+000000000065.960962,+000000000145.916418,+000000000052.400163,+000000000000.004996,+1.02799500000000E+007,+1.27109000000000E+005,+5.62890000000000E+005,+1.23028440000000E+007,+9.43142000000000E+005,+2.92843580000000E+007,+2.10000000000000E+000,+7.70000000000000E+000,+5.16000000000000E+000,+3.59000000000000E+000,+2.30000000000000E-001,+1.57000000000000E+001,+1.82620000000000E+002,+6.01200000000000E+001
"D170419A",+000006669.634892,+00000000515.141929,+000006375.028903,+00000000242.598526,+000000000070.510500,+000000000187.752655,+000000000051.828267,+000000000000.005021,+1.02765810000000E+007,+1.25893000000000E+005,+5.60706000000000E+005,+1.20450850000000E+007,+9.24727000000000E+005,+1.51070540000000E+007,+1.44000000000000E+000,+7.18000000000000E+000,+4.69000000000000E+000,+3.15000000000000E+000,+2.00000000000000E-001,+1.34600000000000E+001,+8.34400000000000E+001,+5.83300000000000E+001
"D170311A",+000006686.431923,+00000000520.130699,+000006389.775418,+00000000247.528016,+000000000069.551793,+000000000191.625469,+000000000052.167713,+000000000000.003730,+1.02774480000000E+007,+1.26151000000000E+005,+5.61321000000000E+005,+1.18701460000000E+007,+9.04595000000000E+005,+3.02908660000000E+007,+1.76000000000000E+000,+7.25000000000000E+000,+4.73000000000000E+000,+3.26000000000000E+000,+2.00000000000000E-001,+1.42100000000000E+001,+1.77770000000000E+002,+5.83000000000000E+001
"D170207A",+000006695.943501,+00000000521.386145,+000006405.241364,+00000000248.780800,+000000000069.151291,+000000000163.558057,+000000000053.184279,+000000000000.004838,+1.02797050000000E+007,+1.26987000000000E+005,+5.62749000000000E+005,+1.24816530000000E+007,+9.56566000000000E+005,+3.33939110000000E+007,+1.80000000000000E+000,+7.06000000000000E+000,+4.54000000000000E+000,+3.31000000000000E+000,+2.00000000000000E-001,+1.37400000000000E+001,+1.80820000000000E+002,+5.75000000000000E+001
"D170418A",+000006701.155276,+00000000523.399437,+000006406.685321,+00000000250.944916,+000000000070.631278,+000000000206.095782,+000000000053.177152,+000000000000.005100,+1.02766530000000E+007,+1.25875000000000E+005,+5.60820000000000E+005,+1.27208290000000E+007,+9.14299000000000E+005,+1.92701850000000E+007,+1.76000000000000E+000,+7.33000000000000E+000,+4.80000000000000E+000,+3.39000000000000E+000,+2.00000000000000E-001,+1.44500000000000E+001,+8.52500000000000E+001,+5.87200000000000E+001
"D170311C",+000006704.486682,+00000000523.662753,+000006408.817216,+00000000250.593920,+000000000070.203059,+000000000195.768895,+000000000053.144209,+000000000000.004870,+1.02784160000000E+007,+1.26480000000000E+005,+5.61942000000000E+005,+1.21559810000000E+007,+9.13566000000000E+005,+3.14931580000000E+007,+2.53000000000000E+000,+7.61000000000000E+000,+5.04000000000000E+000,+3.71000000000000E+000,+2.00000000000000E-001,+1.62100000000000E+001,+1.97870000000000E+002,+5.84000000000000E+001
"D170326B",+000006707.121784,+00000000520.180739,+000006409.134631,+00000000247.012484,+000000000069.605379,+000000000197.476510,+000000000053.135302,+000000000000.005106,+1.02774960000000E+007,+1.26178000000000E+005,+5.61335000000000E+005,+1.22044390000000E+007,+9.18442000000000E+005,+3.14326440000000E+007,+1.83000000000000E+000,+7.29000000000000E+000,+4.76000000000000E+000,+3.37000000000000E+000,+2.00000000000000E-001,+1.43700000000000E+001,+8.64800000000000E+001,+6.13800000000000E+001
